State,College,Major,Students
pennsylvania,messiah-university,Engineering,50
pennsylvania,messiah-university,Nursing,39
pennsylvania,messiah-university,Business,38
pennsylvania,messiah-university,Biology,32
pennsylvania,messiah-university,Psychology,29
pennsylvania,messiah-university,Health Service Preparatory Studies,25
pennsylvania,messiah-university,Family and Community Services,24
pennsylvania,messiah-university,Elementary Education,20
pennsylvania,messiah-university,Computer Science,19
pennsylvania,messiah-university,Accounting,18
pennsylvania,la-salle-university,Nursing,95
pennsylvania,la-salle-university,Communications,61
pennsylvania,la-salle-university,Marketing,60
pennsylvania,la-salle-university,Accounting,58
pennsylvania,la-salle-university,Finance,58
pennsylvania,la-salle-university,Criminal Justice and Safety Studies,47
pennsylvania,la-salle-university,Psychology,43
pennsylvania,la-salle-university,Liberal Arts and Humanities,37
pennsylvania,la-salle-university,Business,35
pennsylvania,la-salle-university,Biology,32
