State,College,Major,Students
texas,amarillo-college,Liberal Arts and Humanities,371
texas,amarillo-college,Business,337
texas,amarillo-college,Nursing,179
texas,amarillo-college,Computer Programming,117
texas,amarillo-college,Electrical Engineering Technician,116
texas,amarillo-college,Fire Science and Fire Fighting,89
texas,amarillo-college,"Truck,  Bus, and Commercial Vehicle Operation",78
texas,amarillo-college,Automotive Mechanics,65
texas,amarillo-college,Licensed Practical Nurse Training (LPN),65
texas,amarillo-college,Early Childhood Education,54
texas,mclennan-community-college,Liberal Arts and Humanities,927
texas,mclennan-community-college,Business,76
texas,mclennan-community-college,Criminal Justice and Safety Studies,69
texas,mclennan-community-college,Psychiatric and Mental Health Services,69
texas,mclennan-community-college,Nursing,59
texas,mclennan-community-college,Police and Criminal Science,55
texas,mclennan-community-college,Cosmetology,42
texas,mclennan-community-college,Licensed Practical Nurse Training (LPN),41
texas,mclennan-community-college,Education,34
texas,mclennan-community-college,Real Estate,34
texas,university-of-texas---san-antonio,Psychology,458
texas,university-of-texas---san-antonio,Kinesiology and Exercise Science,372
texas,university-of-texas---san-antonio,Biology,279
texas,university-of-texas---san-antonio,Communications,248
texas,university-of-texas---san-antonio,Liberal Arts and Humanities,248
texas,university-of-texas---san-antonio,Accounting,240
texas,university-of-texas---san-antonio,Business,229
texas,university-of-texas---san-antonio,Criminal Justice and Safety Studies,223
texas,university-of-texas---san-antonio,Mechanical Engineering,203
texas,university-of-texas---san-antonio,Computer and Information Systems Security,199
texas,dallas-baptist-university,Liberal Arts and Humanities,97
texas,dallas-baptist-university,Business,88
texas,dallas-baptist-university,Psychology,66
texas,dallas-baptist-university,Biology,45
texas,dallas-baptist-university,Elementary Education,39
texas,dallas-baptist-university,Finance,33
texas,dallas-baptist-university,Communications,30
texas,dallas-baptist-university,Religious Education,30
texas,dallas-baptist-university,Exercise Physiology,26
texas,dallas-baptist-university,Marketing,25
