State,College,Major,Students
ohio,marietta-college,Mining and Petroleum Engineering,73
ohio,marietta-college,Business,10
ohio,marietta-college,Marketing,10
ohio,marietta-college,Economics,9
ohio,marietta-college,Accounting,7
ohio,marietta-college,Biochemistry and Molecular Biology,7
ohio,marietta-college,Early Childhood Education,7
ohio,marietta-college,Psychology,7
ohio,marietta-college,Biology,6
ohio,marietta-college,Finance,6
ohio,bowling-green-state-university,Special Education and Teaching,228
ohio,bowling-green-state-university,Education,198
ohio,bowling-green-state-university,Psychology,130
ohio,bowling-green-state-university,Biology,122
ohio,bowling-green-state-university,Criminal Justice and Safety Studies,119
ohio,bowling-green-state-university,Rhetoric and Composition,109
ohio,bowling-green-state-university,Liberal Arts and Humanities,100
ohio,bowling-green-state-university,Human Development,91
ohio,bowling-green-state-university,Logistics and Supply Chain Management,90
ohio,bowling-green-state-university,Accounting,86
ohio,xavier-university,Nursing,218
ohio,xavier-university,Marketing,103
ohio,xavier-university,Liberal Arts and Humanities,92
ohio,xavier-university,Finance,76
ohio,xavier-university,Political Science and Government,65
ohio,xavier-university,Psychology,54
ohio,xavier-university,Biology,48
ohio,xavier-university,Accounting,42
ohio,xavier-university,Health Professions,36
ohio,xavier-university,Public Relations,30
ohio,otterbein-university,Nursing,49
ohio,otterbein-university,Health Service Preparatory Studies,35
ohio,otterbein-university,Biology,34
ohio,otterbein-university,Wildlife and Fisheries Management,33
ohio,otterbein-university,Psychology,25
ohio,otterbein-university,Public Relations,25
ohio,otterbein-university,Early Childhood Education,24
ohio,otterbein-university,Systems Engineering,20
ohio,otterbein-university,Communications,19
ohio,otterbein-university,Business,18
ohio,kent-state-university,Nursing,482
ohio,kent-state-university,Psychology,335
ohio,kent-state-university,Fashion and Apparel Merchandising,297
ohio,kent-state-university,Business,295
ohio,kent-state-university,Communications,221
ohio,kent-state-university,Marketing,220
ohio,kent-state-university,Criminal Justice and Safety Studies,193
ohio,kent-state-university,Biology,175
ohio,kent-state-university,Public Health,169
ohio,kent-state-university,Finance,152
ohio,university-of-mount-union,Marketing,44
ohio,university-of-mount-union,Business,41
ohio,university-of-mount-union,Kinesiology and Exercise Science,40
ohio,university-of-mount-union,Nursing,30
ohio,university-of-mount-union,Sport and Fitness Management,30
ohio,university-of-mount-union,Psychology,26
ohio,university-of-mount-union,Biology,25
ohio,university-of-mount-union,Early Childhood Education,20
ohio,university-of-mount-union,Criminal Justice and Safety Studies,19
ohio,university-of-mount-union,Accounting,18
ohio,walsh-university,Nursing,77
ohio,walsh-university,Biology,54
ohio,walsh-university,Psychology,48
ohio,walsh-university,Business,46
ohio,walsh-university,Accounting,33
ohio,walsh-university,Special Education and Teaching,31
ohio,walsh-university,Corporate Communications,24
ohio,walsh-university,Early Childhood Education,17
ohio,walsh-university,Sociology,16
ohio,walsh-university,Communications,13
ohio,o-c-collins-career-center,Licensed Practical Nurse Training (LPN),127
ohio,o-c-collins-career-center,Nursing,74
ohio,o-c-collins-career-center,Surgical Technologist,15
ohio,o-c-collins-career-center,Sonographer and Ultrasound Technician,12
ohio,o-c-collins-career-center,Welding,8
ohio,o-c-collins-career-center,Automotive Mechanics,7
ohio,o-c-collins-career-center,Medical Assistant,6
ohio,o-c-collins-career-center,Police and Criminal Science,6
ohio,o-c-collins-career-center,Radiologic Technician,6
ohio,o-c-collins-career-center,HVAC and Refrigeration Engineering Technician,5
ohio,wittenberg-university,Biology,39
ohio,wittenberg-university,Marketing,28
ohio,wittenberg-university,Business,25
ohio,wittenberg-university,Communications,25
ohio,wittenberg-university,Kinesiology and Exercise Science,25
ohio,wittenberg-university,Elementary Education,23
ohio,wittenberg-university,Psychology,23
ohio,wittenberg-university,Finance,21
ohio,wittenberg-university,English,20
ohio,wittenberg-university,Sport and Fitness Management,19
