State,College,Major,Students
ohio,miami-university,Finance,379
ohio,miami-university,Marketing,346
ohio,miami-university,Psychology,246
ohio,miami-university,Public Relations,183
ohio,miami-university,Digital Communication and Media/Multimedia,179
ohio,miami-university,Accounting,178
ohio,miami-university,Political Science and Government,170
ohio,miami-university,Biology,167
ohio,miami-university,Pre-Medicine Studies,167
ohio,miami-university,Kinesiology and Exercise Science,161
ohio,college-of-wooster,Biology,39
ohio,college-of-wooster,History,39
ohio,college-of-wooster,Psychology,37
ohio,college-of-wooster,Political Science and Government,33
ohio,college-of-wooster,English,32
ohio,college-of-wooster,Mathematics,32
ohio,college-of-wooster,Biochemistry and Molecular Biology,28
ohio,college-of-wooster,Chemistry,20
ohio,college-of-wooster,Managerial Economics,20
ohio,college-of-wooster,Neuroscience and Neurobiology,20
ohio,oberlin-college,Music Performance,93
ohio,oberlin-college,History,55
ohio,oberlin-college,Political Science and Government,50
ohio,oberlin-college,Biology,48
ohio,oberlin-college,English,46
ohio,oberlin-college,Economics,44
ohio,oberlin-college,Environmental Science,43
ohio,oberlin-college,Psychology,36
ohio,oberlin-college,Information Science,32
ohio,oberlin-college,Music,28
ohio,john-carroll-university,Finance,78
ohio,john-carroll-university,Marketing,69
ohio,john-carroll-university,Biology,61
ohio,john-carroll-university,Accounting,59
ohio,john-carroll-university,Communications,57
ohio,john-carroll-university,Psychology,55
ohio,john-carroll-university,Education,48
ohio,john-carroll-university,Kinesiology and Exercise Science,45
ohio,john-carroll-university,Logistics and Supply Chain Management,33
ohio,john-carroll-university,Sociology,30
ohio,ohio-northern-university,Mechanical Engineering,44
ohio,ohio-northern-university,Civil Engineering,24
ohio,ohio-northern-university,Accounting,22
ohio,ohio-northern-university,Criminal Justice and Safety Studies,19
ohio,ohio-northern-university,Construction Management,18
ohio,ohio-northern-university,Healthcare Management,18
ohio,ohio-northern-university,Nursing,18
ohio,ohio-northern-university,Marketing,17
ohio,ohio-northern-university,Biology,16
ohio,ohio-northern-university,Management Sciences and Information Systems,16
ohio,the-ohio-state-university---agricultural-technical-institute,Animal Sciences and Husbandry,47
ohio,the-ohio-state-university---agricultural-technical-institute,Agricultural Business,38
ohio,the-ohio-state-university---agricultural-technical-institute,Crop and Soil Sciences,32
ohio,the-ohio-state-university---agricultural-technical-institute,Agricultural Teacher Education,15
ohio,the-ohio-state-university---agricultural-technical-institute,Landscaping and Groundskeeping,15
ohio,the-ohio-state-university---agricultural-technical-institute,Agricultural and Food Products Processing,14
ohio,the-ohio-state-university---agricultural-technical-institute,Biochemistry and Molecular Biology,12
ohio,the-ohio-state-university---agricultural-technical-institute,Horticulture,11
ohio,the-ohio-state-university---agricultural-technical-institute,Agricultural Engineering,10
ohio,the-ohio-state-university---agricultural-technical-institute,Natural Resources Conservation and Management,10
ohio,ohio-university,Nursing,2468
ohio,ohio-university,Liberal Arts and Humanities,530
ohio,ohio-university,Business,485
ohio,ohio-university,Communications,347
ohio,ohio-university,Marketing,321
ohio,ohio-university,Manufacturing Engineering Technician,231
ohio,ohio-university,Psychology,199
ohio,ohio-university,Finance,194
ohio,ohio-university,Zoology and Entomology,183
ohio,ohio-university,Journalism,181
ohio,cedarville-university,Nursing,95
ohio,cedarville-university,Mechanical Engineering,54
ohio,cedarville-university,Industrial and Product Design,28
ohio,cedarville-university,Cellular Biology,27
ohio,cedarville-university,Religious Vocations,27
ohio,cedarville-university,Social Work and Youth Services,26
ohio,cedarville-university,Early Childhood Education,23
ohio,cedarville-university,Pharmacy and Pharmaceutical Sciences,23
ohio,cedarville-university,Marketing,22
ohio,cedarville-university,Accounting,21
ohio,baldwin-wallace-university,Business,64
ohio,baldwin-wallace-university,Psychology,59
ohio,baldwin-wallace-university,Accounting,51
ohio,baldwin-wallace-university,Marketing,46
ohio,baldwin-wallace-university,Nursing,45
ohio,baldwin-wallace-university,Biology,41
ohio,baldwin-wallace-university,Finance,41
ohio,baldwin-wallace-university,Sport and Fitness Management,34
ohio,baldwin-wallace-university,Early Childhood Education,26
ohio,baldwin-wallace-university,Acting,24
