State,College,Major,Students
connecticut,yale-university,Economics,179
connecticut,yale-university,Political Science and Government,141
connecticut,yale-university,History,131
connecticut,yale-university,Cellular Biology,97
connecticut,yale-university,Liberal Arts and Humanities,88
connecticut,yale-university,Information Science,78
connecticut,yale-university,Research and Experimental Psychology,71
connecticut,yale-university,English,52
connecticut,yale-university,International Relations,47
connecticut,yale-university,Statistics,45
connecticut,wesleyan-university,Psychology,104
connecticut,wesleyan-university,Economics,103
connecticut,wesleyan-university,English,86
connecticut,wesleyan-university,Political Science and Government,86
connecticut,wesleyan-university,Physiological Psychology,69
connecticut,wesleyan-university,North American Studies,55
connecticut,wesleyan-university,European and Russian Studies,49
connecticut,wesleyan-university,Film and Video Studies,49
connecticut,wesleyan-university,Liberal Arts and Humanities,41
connecticut,wesleyan-university,Biology,40
connecticut,university-of-connecticut,Psychology,434
connecticut,university-of-connecticut,Economics,404
connecticut,university-of-connecticut,Communications,279
connecticut,university-of-connecticut,Nursing,271
connecticut,university-of-connecticut,Biology,237
connecticut,university-of-connecticut,Finance,226
connecticut,university-of-connecticut,Liberal Arts and Humanities,206
connecticut,university-of-connecticut,Medical Assistant,202
connecticut,university-of-connecticut,Human Development,197
connecticut,university-of-connecticut,Political Science and Government,187
connecticut,fairfield-university,Finance,147
connecticut,fairfield-university,Nursing,145
connecticut,fairfield-university,Marketing,110
connecticut,fairfield-university,Communications,95
connecticut,fairfield-university,Accounting,84
connecticut,fairfield-university,Psychology,62
connecticut,fairfield-university,Economics,39
connecticut,fairfield-university,English,37
connecticut,fairfield-university,Business,36
connecticut,fairfield-university,Biology,34
connecticut,trinity-college---connecticut,Economics,88
connecticut,trinity-college---connecticut,Political Science and Government,77
connecticut,trinity-college---connecticut,English,38
connecticut,trinity-college---connecticut,Public Policy Analysis,34
connecticut,trinity-college---connecticut,Psychology,31
connecticut,trinity-college---connecticut,Mathematics,30
connecticut,trinity-college---connecticut,Biology,28
connecticut,trinity-college---connecticut,History,28
connecticut,trinity-college---connecticut,Neuroscience and Neurobiology,23
connecticut,trinity-college---connecticut,Environmental Science,21
connecticut,connecticut-college,Psychology,52
connecticut,connecticut-college,Economics,51
connecticut,connecticut-college,Political Science and Government,35
connecticut,connecticut-college,Biology,29
connecticut,connecticut-college,International Relations,26
connecticut,connecticut-college,English,25
connecticut,connecticut-college,Computer Science,23
connecticut,connecticut-college,Ecology and Evolutionary Biology,21
connecticut,connecticut-college,History,20
connecticut,connecticut-college,Biochemistry and Molecular Biology,19
connecticut,quinnipiac-university,Health Professions,413
connecticut,quinnipiac-university,Nursing,235
connecticut,quinnipiac-university,Finance,111
connecticut,quinnipiac-university,Marketing,111
connecticut,quinnipiac-university,Research and Experimental Psychology,91
connecticut,quinnipiac-university,Public Relations,87
connecticut,quinnipiac-university,Business,83
connecticut,quinnipiac-university,Accounting,58
connecticut,quinnipiac-university,Communications,52
connecticut,quinnipiac-university,Journalism,51
connecticut,university-of-saint-joseph,Nursing,73
connecticut,university-of-saint-joseph,Social Work and Youth Services,26
connecticut,university-of-saint-joseph,Psychology,21
connecticut,university-of-saint-joseph,Biology,20
connecticut,university-of-saint-joseph,Public Health,19
connecticut,university-of-saint-joseph,"Foods, Nutrition, and Wellness Studies",14
connecticut,university-of-saint-joseph,Chemistry,7
connecticut,university-of-saint-joseph,Accounting,5
connecticut,university-of-saint-joseph,Special Education and Teaching,5
connecticut,university-of-saint-joseph,Art History,2
